Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
VEHICULAR;42972;01/04/2020;12:00:00;2020-04-01-RRHH-CVM EX-Colision vehicular-PETROSAR;Cuando el interno 771 de Petrosar se encontraba circulando por la calle Dorrego con dirección a la Avenida Rivadavia , en la intersección de la calle Dorrego y la avenida Alsina, el interno 771 es colisionado por el interno 22 de la empresa Transporte Patagonia Argentina. Ninguno de los conductores y tampoco los pasajeros que se encontraban en el vehículo de Transporte Patagonia Argentina sufren lesiones.;6;6;X;3: Excepción;;PETROSAR PRODUCCION Y SERVICIOS SA;;COMODRO RIVADAVIA;;Interseccion de calle Dorrego con avenida Alsina;Vehiculo interno 771; ; ; ; ;;Colisión lateral;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
EQUIPOS;S6756;42709;15:00:00;Rotura de estabilizadores laterales;Remolque estacionado con 51 barras de sondeo, por acción de la lluvia cede terreno de patas principales, produciendo daños patas de apoyo auxiliares laterales.;6;5;X;1: Registrable;;;;;;PCD1187;;;;;;;;;;;Upstream;Golfo San Jorge;1;CERRO DRAGON;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;;;;;;;;
VEHICULAR;116479;12/09/2021;12:50:00;2021-09-12-LOG-CVM EX-Colisión con peatón particular-PAE;Circulando con la camioneta patente AD-126-NS (Int. 2389) por la calle Sarmiento al 850 frente al colegio IMA - TIPAC, se enviste a un peatón que cruza por la mitad de la calle saliendo repentinamente de atrás de una camioneta. El peatón fue revisado por personal de salud de Comodoro (No se evidencian lesiones personales). Se emitió el acta correspondiente por personal policial de seccional 1°.;6;6;No Laboral;3: Excepción;; ;;COMODRO RIVADAVIA;;Sarmiento al 850, entre calles España e Italia;Toyota hilux Interno; ; ;Toyota; ;;;ATROPELLAMIENTO POR VEHÍCULO;A determinar;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;LOGÍSTICA;DEPÓSITO;0;0;0;0;0;0;;
EQUIPOS;S6717;42690;2:00;Deformacion de herramienta por golpe;Al realizar segunda carrera de split shot, se sujeta la herramienta con soga de retenida y se tira para bajar a nivel de terreno, mientras se procedia la soga zafa, provocando que hta. Split shot se golpee con estructura de la torre. Producto del golpe de;6;5;X;1: Registrable;;;;;;PCD 1222;;;;;;;;;;;Upstream;Golfo San Jorge;1;CERRO DRAGON;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;;;;;;;;
EQUIPOS;S6581;42620;22:00;Principio de incendio Top Drive;Perforando en 1833 mts se observa humo en el motor de top drive, se para la rotación y los paneles eléctricos de comando, procediendo a analizar condición del mismo. Sin daños personales.;5;5;X;1: Registrable;;;;;;PCD-1194 (1);;;;;;;;;;;Upstream;Golfo San Jorge;1;CERRO DRAGON;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;;;;;;;;
VEHICULAR;125244;27/10/2021;21:30:00;2021-10-27-DC&P-CVM 8 NR-Colisión vehicular con vehículo particular-LUBRICAR;El vehículo dominio AE-021-NN/ Int.497, correspondiente a la Firma LUBRICAR, sobre las 18:25 hs. aproximadamente, en zona urbana (Intersección de calles Armando Cistari y Hugo Ubieda), cuando vehículo particular impacta contra la unidad Int 497, sobre sector delantero derecho (altura rueda). No hubo personas lesionadas. Solo daños materiales menores.;58;5-8;X;2: No Registrable;;;;COMODRO RIVADAVIA;;Zona urbana (Intersección de calles Armando Cistari y Hugo Ubieda) B° Los Bretes.;;;;;;;;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;1757;02/03/2018;21:15:00;2018-04-06-GM-CVM O NR-Colision entre vehiculo-PAE;Circulando por Av. Roca y al querer ingresar a calle Colonos Galeses freno en la esquina para dejar pasar a peatón y allí recibo la colisión trasera de una Chevrolet S-10.;58;5-8;No Laboral;2: No Registrable;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Intersección de Av Roca y Colonos Galeses;INT 2138 - FORD - RANGER CS XL SAF 2.2;PJW404;RANGER CS XL SAF 2.2;FORD;000000001000000583;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;INSTRUMENTACIÓN;0;0;0;0;0;0;;
VEHICULAR;1775;10/04/2018;18:00:00;2018-04-10-GM-CVM NR-Rayon de vehiculo-PAE;Se encontró vehículo rayado con algún elemento punzante en el lateral Izquierdo.;58;5-8;X;2: No Registrable;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Islas Leones 1030.;INT 2138 - FORD - RANGER CS XL SAF 2.2;PJW404;RANGER CS XL SAF 2.2;FORD;000000001000000583;;Desconocido;; ; ;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;INSTRUMENTACIÓN;0;0;0;0;0;0;;
VEHICULAR;65724;27/10/2020;12:20:00;2020-10-27-SEGP-CVM 08-NR-Choque del interno 90-EXPASA;El móvil 90 retornaba de la zona de cerro Dragón y circulaba dentro del radio en la ciudad de Comodoro Rivadavia. El rodado circulaba por la calle Romero que es de ripio y con pendiente. Llegando a la calle Monseñor Enrique Angelelli observa que cruza una camioneta Toyota particular conducida por una señora. Este no logra frenar e impacta sobre la camioneta. Solo fueron daños materiales.;58;5-8;X;2: No Registrable;; ;;COMODRO RIVADAVIA;;Calles de ripio dentro del barrio CERRO SOLO en la ciudad de Comodoro Rivadavia.;Choque de vehiculos; ; ; ; ;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;67474;20/11/2020;20:30:00;2020-11-20-GM-CVM EX- Incidente vehicular R3 y R26- PECOM;Conductor Daniel Marilungo con interno 05418, me dirijo por ruta 26 y al llegar a rotonda con intersección con ruta 3, me detengo para formar fila a la espera de paso de vehículos particulares que circulan por rotonda.  Luego de pasar varios vehículos de la fila, me vuelvo a detener quedando en primera posición, y es en ese momento cuando me colisiona desde atrás camioneta doble cabina de San&Fran Interno 102.  Sin lesionados, daños materiales.  Se activa rol de emergencia;6;6;X;3: Excepción;; ;;COMODRO RIVADAVIA;;Ruta 26 en intersección con Ruta 3 (Rotonda);Pick up Cabina simple interno 05418; ; ; ; ;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;BAJA TENSIÓN;0;0;0;0;0;0;;
VEHICULAR;67465;20/11/2020;20:50:00;2020-11-20-GM-CVM EX- Incidente vehicular R3 y R26- San&Fran;CIRCULABA POR RN26 POR EL CARRIL DERECHO, CONDUCIENDO EL INT102, AL LLEGAR A LA ROTONDA CON RN3 ME DETENGO DETRAS DE UNA CAMIONETA DE PECON INT 059, QUE SE PRESTABA A GIRAR HACIA LA IZQUIERDO SOBRE RN 3 EN SENTIDO HACIA RADA TILLY. OBSERVO QUE ESTA AVANZA, POR LO QUE CREI QUE SEGUIRIA SU RUMBO Y OBSERVO HACIA MI IZQUIERDA PARA VER SI INGRESABA ALGUIEN A LA ROTONDA Y AVANZO SIN MIRAR HACIA ADELANTE, NO HABIENDOME PERCATADO QUE DICHO VEHICULO HABIA FRENADO. COMO CONSECUENCIA IMPACTA LA PARTE DELANTERA IZQUIERDA DE LA CAMIONETA QUE CONDUCIA CON LA PARTE TRASERA IZQUIERDA DE LA OTRA CAMIONETA. SOLO HUBO DAÑOS MATERIALES, INT 102 (DAÑO DE OPTICA DELANTERA DERECHA, PARAGOLPE, Y CAPO), INT 054 (DAÑO EN OPTICA TRASERA IZQUIERDA);6;6;X;3: Excepción;;;;COMODRO RIVADAVIA;;RN26 INTERSECCION CON RN3;;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;REPARACIÓN DE EQUIPOS ESTÁTICOS;0;0;0;0;0;0;;
VEHICULAR;138644;17/01/2022;21:30:00;2022-01-17-GOPII-CVM Ex-COLISION VEHICULAR-PAE;Camioneta se detiene en medio de calle (no arranca). Se intenta dejar estacionada contra el cordón de la calle y durante la maniobra se produce roce entre puerta y poste de luz.;58;5-8;No Laboral;2: No Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;COMODRO RIVADAVIA;;Comodoro Rivadavia - Los Pumas 364 -km5;INT 1847 - FORD - RANGER XLT 4X4 DC;GUB791;RANGER XLT 4X4 DC;FORD;000000001000000303;;Colisión contra objeto fijo;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES II;OP II D.08;0;0;0;0;0;0;;
VEHICULAR;100132;16/06/2021;16:30:00;2021-16-06-GR-Accidente In Itinere-Sodexo;Al trasladarse en su automovil particular hacia su puesto de trabajo en Edificio Democracia, es impactada por un tercero en Avenida Rivadavia esquina Italia.; ; ;No Laboral;;;;;COMODRO RIVADAVIA;;Avenida Rivadavia Esquina Italia;;;;;;;;COLISIÓN DE VEHÍCULO;Otros;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;59535;18/09/2020;14:15:00;2020-09-18-GM-CVM-EX-Desplazamiento de Vehiculo detenido-San&Fran;"EN MOMENTO EN EL QUE VEHICULO INT 117 (TOYOTA DOMINIO AD693KW), SE ENCONTRABA ESTACIONADO EN FRENTE AL DOMICILIO PARTICULAR DEL RESPONSABLE DEL MISMO, POR MOTIVOS QUE ESTA EN INVESTIGACION EL VEHICULO SE DESPLAZA UNOS 50MT SOBRE LA CALLE MENCIONADA, CRUZA POR CALLE ALVEAR E IMPACTA CONTRA UN INMUEBLE SITO EN ESA DIRECCION.EN SU TRAYECTO ROZA LA PARTE TRASERA DE UN VEHICULO PARTICULAR QUE SE DESPLAZABA SOBRE CALLE ALVEAR Y FINALIZA SUBIENDO LA VEREDA E IMPACTANDO CONTRA EL FRENTE DEL INMUEBLE. COMO CONSECUENCIA SOLO SE PRESENTAN DAÑOS MATERIALES EN EL VEHICULO PROPIEDAD DE LA EMPRESA, EN EL FRENTE DEL INMUEBLE Y DAÑO LEVE A TERCERO.EL VEHICULO SE ENCONTRABA DETENIDO Y ESTACIONADO EN EL LUGAR DESDE EL DIA ANTERIOR A LAS 18HS. NO SE ENCONTRABA PRESTANDO SERVICIO DESDE EL DIA MARTES.";5;3;No Laboral;3: Excepción;Sí; ;;COMODRO RIVADAVIA;;Calle Sarmiento entre Alvear y Saavedra;TOYOTA D/C 4x4;AD693KW;HILUX;TOYOTA; ;;;; ; ;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;REPARACIÓN DE EQUIPOS ESTÁTICOS;0;0;0;0;0;0;;
EQUIPOS;S7121;42909;21:48;Rotura de conectores hidráulicos;Durante cambio de accesorio de manipulador se produce rotura de dos conectores hidráulicos sin personal afectado.;5;5;X;1: Registrable;;;;;;PZ 1428;;;;;;;;;;;Upstream;Golfo San Jorge;3;ZORRO;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;;;;;;;;
EQUIPOS;S7058;42879;18:09;Rotura soporte de piston de posicionamiento de horquillas;Se observa soporte de piston de posicionamiento de horquillas de manipulador fuera de su lugar (dañado).;5;5;X;1: Registrable;;;;;;PVH 1313;;;;;;;;;;;Upstream;Golfo San Jorge;2;VALLE HERMOSO;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;;;;;;;;
VEHICULAR;113;26/07/2017;22:45:00;2017-07-26-RRHH-FAC + CVM ex-Rotura de parabrisas Particulas en ojos-PETROSAR;Cuando el interno 774 se dirigía desde Comodoro Rivadavia hacia Valle Hermoso ,en el momento que circulaba por el Km. 12 de la Ruta Nacional 26 , se desprende una piedra por un vehículo que circulaba del carril contrario, provocando que se trice el parabrisas y que ingresen partículas en los dos ojos del conductor.;5;5;No Laboral;2: No Registrable;;PETROSAR PRODUCCION Y SERVICIOS SA;Interno 774;COMODRO RIVADAVIA;;Ruta Nacional 26 - Km. 12;Transporte de personal - Interno 774; ; ; ; ;;Rotura;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
EQUIPOS;S7080;42892;7:15;Liberación de presión durante PH;Durante prueba de RAM ciego de BOP alcanzando 8000 PSI se produce liberación de presión por la parte superior de la misma, generando que la BOP se mueva y dañando una de las retenidas de verticalización y daño de casing en boca de pozo. Se detienen las op;4;3;X;1: Registrable;;;;;;Locacion Pozo BCeCf 109 h;;;;;;;;;;;Upstream;Neuquen;N/D;BANDURRIA CENTRO;Sin Asignar;NQN-DRILLING & COMPLETION;DRILLING & COMPLETION;PERFORACION;;;;;;;;
VEHICULAR;2314;07/06/2018;09:30:00;2018-06-07-GAI-CVM-Ex-Colision frontal con vehiculo de tercero-Omnitronic;En situación de trasladarse por la ciudad a bordo de la camioneta Hilux int. 1288, dominio LBM 168, al circular por avenida 10 de noviembre y calle 558 a las 06:30 hs. aproximadamente, aparece un vehículo sin control en contramano e impacta de frente contra la camioneta. Intervino servicio de emergencias médicas para atender las lesiones que presentaba el conductor del otro vehículo .;6;6;X;3: Excepción;;OMNITRONIC SOCIEDAD ANONIMA;;COMODRO RIVADAVIA;;Avenida 10 de noviembre y calle 558 Comodoro Rivadavia;Camioneta Interno 1288;LBM168;Hilux;Toyota; ;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;INTEGRIDAD;CORROSIÓN -PROTECCIÓN CATÓDICA - CORROSIÓN INTERNA;0;0;0;0;0;0;;
VEHICULAR;4013;08/11/2018;09:15:00;2018-11-08-RRHH-CVM 8 NR-Roce con columna con vehiculo-PAE;Al salir del estacionamiento la maniobra de salida conlleva roce del lado posterior derecho con columna del estacionamiento;58;5-8;X;2: No Registrable;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Estacionamiento Democracia;INT 2096 - FORD - RANGER 2DC XLS 3.2;OAJ345;RANGER 2DC XLS 3,2;FORD;000000001000000544;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;108814;30/07/2021;20:10:00;2021-07-30-GE-CVM O8NR-Colisión Vehícular-SDT;Siendo las 17:10 aproximadamente el interno 2392 circulaba por calle 3124 con sentido Oeste hacia Este al cruzar la intersección con calle Dr E. L. Maradona (Barrio Bella Vista Sur), es colisionado por un vehículo particular que circulaba en sentido Sur – Norte, impactando en el lado lateral de acompañante entre puerta y guardabarro de rueda trasera, produciendo daños materiales.;58;5-8;X;2: No Registrable;;;;COMODRO RIVADAVIA;;INTERSECCION ENTRE LAS CALLES 3124 Y LA CALLE DR ESTEBAN LAUREANO MARADONA;;;;;;;;COLISIÓN DE VEHÍCULO;No aplica precursor;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-ENERGIA;GENERACIÓN DE ENERGÍA;MANTENIMIENTO;0;0;0;0;0;0;;
VEHICULAR;4089;26/11/2018;17:30:00;2018-11-26-RRHH-CVM Ex-Colision vehicular-Schneider;"Vehículo de Transporte de personal transportando un empleado de PAE,
colisiona con vehículo particular produciendo daños en paragolpes y frente derecho. Sin personas afectadas.";6;6;X;1: Registrable;;VIAJES SCHNEIDER SOCIEDAD DE R;;COMODRO RIVADAVIA;;Calle 1261 y Av. Quintana (Barrio Km3);Transporte de Personal;AB435DW; ;Mercedez Benz; ;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;1781;06/04/2018;03:07:00;2018-04-06-IT-CVM Ex-Roce lateral de vehiculo-PAE;El día viernes 6 de abril de 2018 alrededor de las 7:30am, mientras se maniobraba para estacionar la camioneta en el predio interno de las oficinas de CR por estar cargada de equipamiento de medición a utilizar en trabajos que se iban a realizar en el día en el sitio de telecomunicaciones de Cerro Chenque, al intentar ubicar el interno en uno de los lugares de los que están perpendiculares a la calle democracia se roza el lateral del lado del conductor contra una de las columnas del edificio Sparta.;6;6;X;3: Excepción;;Pan American Energy LLC - Suc. Arge;;EDIFICIOS;;Oficinas Com. Riv. (Democracia 51);Vehiculo A Determinar; ; ; ; ;;Rotura;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;TELECOMUNICACIONES Y SISTEMAS; ;0;0;0;0;0;0;;
VEHICULAR;2497;29/06/2018;16:25:00;2018-06-29-SP-CVM EX-Colision con terceros-Copgo;Vehículo pesado al dirigirse desde el yacimiento a la base de operaciones, en ruta 26, aproximadamente a los 57 km, zona denominada Pampa chica, al ser sobrepasado por un vehículo particular, el mismo regresa al carril sin terminar de realizar el sobrepaso golpeando el lado derecho del camión con el lateral trasero produciéndose el vuelco del mismo;6;6;No Laboral;2: No Registrable;; ;;ESCALANTE;;Ruta Provincial Nº26 Km57 Aprox. Zona denominada Pampa Chica;Ford Ranger particular; ; ; ; ;;;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;ETE;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;SERVICIOS DE POZOS;WIRELINE & SLICKLINE;0;0;0;0;0;0;;
VEHICULAR;2497;29/06/2018;16:25:00;2018-06-29-SP-CVM EX-Colision con terceros-Copgo;Vehículo pesado al dirigirse desde el yacimiento a la base de operaciones, en ruta 26, aproximadamente a los 57 km, zona denominada Pampa chica, al ser sobrepasado por un vehículo particular, el mismo regresa al carril sin terminar de realizar el sobrepaso golpeando el lado derecho del camión con el lateral trasero produciéndose el vuelco del mismo;6;6;No Laboral;2: No Registrable;; ;;ESCALANTE;;Ruta Provincial Nº26 Km57 Aprox. Zona denominada Pampa Chica;Camion Ford Cargo de Copgo GE; ; ; ; ;;;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;ETE;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;SERVICIOS DE POZOS;WIRELINE & SLICKLINE;0;0;0;0;0;0;;
INSTALACIONES;S9498;03/01/2020;11:30;Golpe a cimentación de rack con excavadora;"""Durante actividades de movimiento de tierra con excavadora (IMV al servicio de Avanzia), al realizar movimiento con la misma, la sección de la oruga de la excavadora golpea dado de cimentación de rack,";5;4;X;1: Registrable;;;;;;ONSHORE - OBRAS;;;;;;;;;;;Upstream;Tabasco;N/D;Golfo de Mexico;CONSTRUCCIÓN;FACILITIES;CONSTRUCCION;;;;;;;;;
VEHICULAR;829;09/11/2017;15:00:00;2017-11-09-GM-CVM M-Vuelco lateral de vehiculo-SAN&FRAN;"Cuando el operario circulaba por RN39, en sentido O-E (desde CD hacia ESCALANTE-YPF), aproximadamente a 16KM de RN26 Y 3KM antes de llegar al campamento de YPF, pierde el control del camión F4000 al moverse lateralmente el moto compresor que llevaba enganchado; como consecuencia el camión se desplaza hacia la derecha colisionando la pata estabilizadora de la hidrogrúa con el montículo de tierra y posterior vuelco lateral sobre su lado izquierdo, El operario salió por sus propios medios por la ventanilla (la cual estaba baja).El operario no sufrió lesiones.";3;3;X;1: Registrable;Sí;SAN & FRAN SRL;;ESCALANTE;;RN39 A 16KM DE EMPALME CON RN26;INT 30 F4000 - IPX-432;IPX 432;4000;FORD; ;;Rotura;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;ETE;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;REPARACIÓN DE EQUIPOS ESTÁTICOS;0;0;0;0;0;0;;
INSTALACIONES;S9502;23/01/2020;22:20;Conato de incendio en lona ignifuga;Durante trabajos se soldadura en el sistema de pisos de la plataforma satelite, cae material incandescente sobre una lona ignifuga generando un fuego incipiente, el cual fue sofocado de manera inmediata.;6;5;X;1: Registrable;;;;;;ONSHORE - OBRAS;;;;;;;;;;;Upstream;Tabasco;N/D;Golfo de Mexico;CONSTRUCCIÓN;FACILITIES;CONSTRUCCION;;;;;;;;;
INSTALACIONES;959;27/11/2017;19:00:00;2017-11-27-GM-Inst-Rotura de cañeria PRFV-SAN&FRAN;"Realizando excavacion con retroexcavadora para descubrir el oleoducto principal de 14"" en la progresiva 37000 (Escalante YPF), se produce el daño de un caño de PRFV con el balde de la maquina. El mismo se encontraba vacío y fuera de servicio. Se dio aviso al inspector de YPF.";5;5;X;;;SAN & FRAN SRL;;ESCALANTE;;progresiva 37.000.;"Cañeria PRFV 2""";;;; ;Cerro Dragón;;; ;Excavaciones;Upstream;Golfo San Jorge;DZ;ETE;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;REPARACIÓN DE EQUIPOS ESTÁTICOS;0;0;0;0;0;0;;
VEHICULAR;5944;27/05/2019;00:00:00;2019-05-26-PI-CVM EX-Rotura de espejo retrovisor-MANPETROL;El camión interno 361 afectado al servicio de Salero, transitando hacia Cerro Dragón por el km 20 aproximadamente de la RN 26 es rozado en el espejo retrovisor del lado izquierdo por otro camión, ocasionando la rotura del mismo.;6;6;X;3: Excepción;;MANPETROL S.A.;;ESCALANTE;;Km 20 Ruta Nacional 26;Camión Interno 361; ; ; ; ;;Varios;; ; ;Upstream;Golfo San Jorge;DZ;ETE;OTROS;GSJ-OTROS SECTORES;SEGURIDAD Y AMBIENTE;SISTEMA DE GESTIÓN VEHICULAR;0;0;0;0;0;0;;
INSTALACIONES;S9521;14/03/2020;11:28;Golpe a cerca perimetral;Durante traslado de agua en pipa por parte de la subcontratista Arendal (al servicio de SAPURA), al momento en que el conductor se encontraba realizando maniobras golpea la cerca perimetral, causando daños menores en puerta de acceso. Sin daños al vehícul;5;5;X;1: Registrable;;;;;;ONSHORE - OBRAS;;;;;;;;;;;Upstream;Tabasco;N/D;Golfo de Mexico;CONSTRUCCIÓN;FACILITIES;CONSTRUCCION;;;;;;;;;
VEHICULAR;7214;27/09/2019;11:01:00;2019-09-27-PC-CVM EX-Maniobra de retroceso con impacto trasero-PAE;"Se informa que el vehículo VW Amarok (int.694) se encontraba estacionado en el domicilio del usuario, durante la madrugada se desplaza hacia atrás
impactando con su parte trasera una medianera lindante.";6;6;X;3: Excepción;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;RADA TILLY;;Domicilio particular;Vehiculo Int  694; ; ; ; ;;Colisión contra objeto fijo;; ; ;Upstream;Golfo San Jorge;DZ;RDT;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;0;0;0;0;0;0;;
